,image,labelname,labelnumber,pct,filename
80,Rorschach_blot_09.jpg,paper_towel,0,41.59,net50
81,Rorschach_blot_09.jpg,paintbrush,1,6.95,net50
82,Rorschach_blot_09.jpg,fountain,2,6.85,net50
83,Rorschach_blot_09.jpg,book_jacket,3,2.94,net50
84,Rorschach_blot_09.jpg,tray,4,2.3,net50
85,Rorschach_blot_09.jpg,strawberry,5,1.97,net50
86,Rorschach_blot_09.jpg,mailbox,6,1.82,net50
87,Rorschach_blot_09.jpg,pencil_sharpener,7,1.79,net50
88,Rorschach_blot_09.jpg,padlock,8,1.14,net50
89,Rorschach_blot_09.jpg,nail,9,1.11,net50
90,Rorschach_blot_10.jpg,handkerchief,0,32.89,net50
91,Rorschach_blot_10.jpg,tray,1,22.64,net50
92,Rorschach_blot_10.jpg,feather_boa,2,6.72,net50
93,Rorschach_blot_10.jpg,paintbrush,3,4.81,net50
94,Rorschach_blot_10.jpg,paper_towel,4,4.4,net50
95,Rorschach_blot_10.jpg,envelope,5,2.06,net50
96,Rorschach_blot_10.jpg,birdhouse,6,1.87,net50
97,Rorschach_blot_10.jpg,strawberry,7,1.52,net50
98,Rorschach_blot_10.jpg,plate,8,1.21,net50
99,Rorschach_blot_10.jpg,wallet,9,1.05,net50
0,cards\Rorschach_blot_01.jpg,wall_clock,0,21.0,vgg16
1,cards\Rorschach_blot_01.jpg,conch,1,8.35,vgg16
2,cards\Rorschach_blot_01.jpg,acorn,2,6.91,vgg16
3,cards\Rorschach_blot_01.jpg,nail,3,5.36,vgg16
4,cards\Rorschach_blot_01.jpg,jigsaw_puzzle,4,4.3,vgg16
5,cards\Rorschach_blot_01.jpg,pencil_sharpener,5,4.11,vgg16
6,cards\Rorschach_blot_01.jpg,shield,6,3.9,vgg16
7,cards\Rorschach_blot_01.jpg,chime,7,3.38,vgg16
8,cards\Rorschach_blot_01.jpg,space_shuttle,8,3.06,vgg16
9,cards\Rorschach_blot_01.jpg,earthstar,9,2.78,vgg16
10,cards\Rorschach_blot_02.jpg,lampshade,0,25.73,vgg16
11,cards\Rorschach_blot_02.jpg,table_lamp,1,9.27,vgg16
12,cards\Rorschach_blot_02.jpg,candle,2,5.21,vgg16
13,cards\Rorschach_blot_02.jpg,vase,3,3.39,vgg16
14,cards\Rorschach_blot_02.jpg,wall_clock,4,3.28,vgg16
15,cards\Rorschach_blot_02.jpg,mask,5,2.58,vgg16
16,cards\Rorschach_blot_02.jpg,book_jacket,6,2.45,vgg16
17,cards\Rorschach_blot_02.jpg,pickelhaube,7,2.32,vgg16
18,cards\Rorschach_blot_02.jpg,stupa,8,2.23,vgg16
19,cards\Rorschach_blot_02.jpg,chime,9,2.19,vgg16
20,cards\Rorschach_blot_03.jpg,chocolate_sauce,0,45.0,vgg16
21,cards\Rorschach_blot_03.jpg,book_jacket,1,11.03,vgg16
22,cards\Rorschach_blot_03.jpg,candle,2,10.27,vgg16
23,cards\Rorschach_blot_03.jpg,hip,3,7.82,vgg16
24,cards\Rorschach_blot_03.jpg,red_wine,4,2.68,vgg16
25,cards\Rorschach_blot_03.jpg,barn_spider,5,2.25,vgg16
26,cards\Rorschach_blot_03.jpg,matchstick,6,1.93,vgg16
27,cards\Rorschach_blot_03.jpg,ice_cream,7,1.69,vgg16
28,cards\Rorschach_blot_03.jpg,fire_screen,8,1.66,vgg16
29,cards\Rorschach_blot_03.jpg,Boston_bull,9,0.57,vgg16
30,cards\Rorschach_blot_04.jpg,vase,0,12.18,vgg16
31,cards\Rorschach_blot_04.jpg,book_jacket,1,7.91,vgg16
32,cards\Rorschach_blot_04.jpg,space_shuttle,2,7.35,vgg16
33,cards\Rorschach_blot_04.jpg,feather_boa,3,6.19,vgg16
34,cards\Rorschach_blot_04.jpg,volcano,4,4.27,vgg16
35,cards\Rorschach_blot_04.jpg,table_lamp,5,4.08,vgg16
36,cards\Rorschach_blot_04.jpg,candle,6,3.22,vgg16
37,cards\Rorschach_blot_04.jpg,wall_clock,7,2.27,vgg16
38,cards\Rorschach_blot_04.jpg,lampshade,8,2.22,vgg16
39,cards\Rorschach_blot_04.jpg,hook,9,1.85,vgg16
40,cards\Rorschach_blot_05.jpg,isopod,0,17.87,vgg16
41,cards\Rorschach_blot_05.jpg,space_shuttle,1,15.26,vgg16
42,cards\Rorschach_blot_05.jpg,wall_clock,2,5.67,vgg16
43,cards\Rorschach_blot_05.jpg,bald_eagle,3,3.84,vgg16
44,cards\Rorschach_blot_05.jpg,quill,4,2.63,vgg16
45,cards\Rorschach_blot_05.jpg,missile,5,2.47,vgg16
46,cards\Rorschach_blot_05.jpg,feather_boa,6,1.91,vgg16
47,cards\Rorschach_blot_05.jpg,vulture,7,1.9,vgg16
48,cards\Rorschach_blot_05.jpg,black_grouse,8,1.69,vgg16
49,cards\Rorschach_blot_05.jpg,candle,9,1.55,vgg16
50,cards\Rorschach_blot_06.jpg,missile,0,9.89,vgg16
51,cards\Rorschach_blot_06.jpg,nail,1,8.56,vgg16
52,cards\Rorschach_blot_06.jpg,wall_clock,2,7.52,vgg16
53,cards\Rorschach_blot_06.jpg,hook,3,7.39,vgg16
54,cards\Rorschach_blot_06.jpg,projectile,4,5.63,vgg16
55,cards\Rorschach_blot_06.jpg,warplane,5,5.61,vgg16
56,cards\Rorschach_blot_06.jpg,common_newt,6,4.56,vgg16
57,cards\Rorschach_blot_06.jpg,screw,7,3.46,vgg16
58,cards\Rorschach_blot_06.jpg,fountain,8,2.73,vgg16
59,cards\Rorschach_blot_06.jpg,shower_curtain,9,2.36,vgg16
60,cards\Rorschach_blot_07.jpg,missile,0,33.34,vgg16
61,cards\Rorschach_blot_07.jpg,projectile,1,31.74,vgg16
62,cards\Rorschach_blot_07.jpg,parachute,2,6.86,vgg16
63,cards\Rorschach_blot_07.jpg,space_shuttle,3,3.99,vgg16
64,cards\Rorschach_blot_07.jpg,warplane,4,2.99,vgg16
65,cards\Rorschach_blot_07.jpg,geyser,5,2.17,vgg16
66,cards\Rorschach_blot_07.jpg,fountain,6,1.75,vgg16
67,cards\Rorschach_blot_07.jpg,volcano,7,1.34,vgg16
68,cards\Rorschach_blot_07.jpg,pole,8,0.99,vgg16
69,cards\Rorschach_blot_07.jpg,obelisk,9,0.83,vgg16
70,cards\Rorschach_blot_08.jpg,poncho,0,24.1,vgg16
71,cards\Rorschach_blot_08.jpg,handkerchief,1,14.87,vgg16
72,cards\Rorschach_blot_08.jpg,wool,2,11.01,vgg16
73,cards\Rorschach_blot_08.jpg,mitten,3,4.85,vgg16
74,cards\Rorschach_blot_08.jpg,brassiere,4,3.24,vgg16
75,cards\Rorschach_blot_08.jpg,bonnet,5,2.71,vgg16
76,cards\Rorschach_blot_08.jpg,parachute,6,2.31,vgg16
77,cards\Rorschach_blot_08.jpg,stole,7,2.14,vgg16
78,cards\Rorschach_blot_08.jpg,Christmas_stocking,8,2.1,vgg16
79,cards\Rorschach_blot_08.jpg,candle,9,2.05,vgg16
80,cards\Rorschach_blot_09.jpg,missile,0,42.49,vgg16
81,cards\Rorschach_blot_09.jpg,parachute,1,7.16,vgg16
82,cards\Rorschach_blot_09.jpg,projectile,2,3.78,vgg16
83,cards\Rorschach_blot_09.jpg,volcano,3,3.65,vgg16
84,cards\Rorschach_blot_09.jpg,space_shuttle,4,3.1,vgg16
85,cards\Rorschach_blot_09.jpg,pencil_sharpener,5,2.5,vgg16
86,cards\Rorschach_blot_09.jpg,warplane,6,2.26,vgg16
87,cards\Rorschach_blot_09.jpg,balloon,7,1.92,vgg16
88,cards\Rorschach_blot_09.jpg,fountain,8,1.72,vgg16
89,cards\Rorschach_blot_09.jpg,lifeboat,9,1.71,vgg16
90,cards\Rorschach_blot_10.jpg,handkerchief,0,37.24,vgg16
91,cards\Rorschach_blot_10.jpg,tray,1,23.98,vgg16
92,cards\Rorschach_blot_10.jpg,candle,2,8.8,vgg16
93,cards\Rorschach_blot_10.jpg,vase,3,6.21,vgg16
94,cards\Rorschach_blot_10.jpg,envelope,4,3.11,vgg16
95,cards\Rorschach_blot_10.jpg,pillow,5,1.5,vgg16
96,cards\Rorschach_blot_10.jpg,rubber_eraser,6,1.23,vgg16
97,cards\Rorschach_blot_10.jpg,pencil_box,7,0.9,vgg16
98,cards\Rorschach_blot_10.jpg,sea_slug,8,0.83,vgg16
99,cards\Rorschach_blot_10.jpg,thimble,9,0.83,vgg16
0,cards\Rorschach_blot_01.jpg,jigsaw_puzzle,0,23.19,vgg19
1,cards\Rorschach_blot_01.jpg,conch,1,15.11,vgg19
2,cards\Rorschach_blot_01.jpg,pencil_sharpener,2,14.8,vgg19
3,cards\Rorschach_blot_01.jpg,acorn,3,7.9,vgg19
4,cards\Rorschach_blot_01.jpg,hen-of-the-woods,4,5.54,vgg19
5,cards\Rorschach_blot_01.jpg,triceratops,5,4.5,vgg19
6,cards\Rorschach_blot_01.jpg,wall_clock,6,4.11,vgg19
7,cards\Rorschach_blot_01.jpg,birdhouse,7,2.46,vgg19
8,cards\Rorschach_blot_01.jpg,chime,8,2.29,vgg19
9,cards\Rorschach_blot_01.jpg,lampshade,9,1.5,vgg19
10,cards\Rorschach_blot_02.jpg,vase,0,11.44,vgg19
11,cards\Rorschach_blot_02.jpg,lampshade,1,11.04,vgg19
12,cards\Rorschach_blot_02.jpg,tray,2,7.25,vgg19
13,cards\Rorschach_blot_02.jpg,envelope,3,4.95,vgg19
14,cards\Rorschach_blot_02.jpg,wall_clock,4,4.87,vgg19
15,cards\Rorschach_blot_02.jpg,hummingbird,5,4.09,vgg19
16,cards\Rorschach_blot_02.jpg,table_lamp,6,2.69,vgg19
17,cards\Rorschach_blot_02.jpg,candle,7,2.65,vgg19
18,cards\Rorschach_blot_02.jpg,cock,8,2.47,vgg19
19,cards\Rorschach_blot_02.jpg,Christmas_stocking,9,2.24,vgg19
20,cards\Rorschach_blot_03.jpg,matchstick,0,24.02,vgg19
21,cards\Rorschach_blot_03.jpg,red_wine,1,7.97,vgg19
22,cards\Rorschach_blot_03.jpg,candle,2,7.43,vgg19
23,cards\Rorschach_blot_03.jpg,book_jacket,3,7.21,vgg19
24,cards\Rorschach_blot_03.jpg,chocolate_sauce,4,7.09,vgg19
25,cards\Rorschach_blot_03.jpg,balance_beam,5,6.49,vgg19
26,cards\Rorschach_blot_03.jpg,hip,6,5.6,vgg19
27,cards\Rorschach_blot_03.jpg,barn_spider,7,3.28,vgg19
28,cards\Rorschach_blot_03.jpg,parachute,8,2.45,vgg19
29,cards\Rorschach_blot_03.jpg,bobsled,9,1.14,vgg19
30,cards\Rorschach_blot_04.jpg,wall_clock,0,18.25,vgg19
31,cards\Rorschach_blot_04.jpg,book_jacket,1,12.99,vgg19
32,cards\Rorschach_blot_04.jpg,hen-of-the-woods,2,9.59,vgg19
33,cards\Rorschach_blot_04.jpg,vase,3,2.59,vgg19
34,cards\Rorschach_blot_04.jpg,lampshade,4,2.55,vgg19
35,cards\Rorschach_blot_04.jpg,jigsaw_puzzle,5,1.96,vgg19
36,cards\Rorschach_blot_04.jpg,fountain,6,1.93,vgg19
37,cards\Rorschach_blot_04.jpg,table_lamp,7,1.85,vgg19
38,cards\Rorschach_blot_04.jpg,wardrobe,8,1.83,vgg19
39,cards\Rorschach_blot_04.jpg,candle,9,1.81,vgg19
40,cards\Rorschach_blot_05.jpg,isopod,0,12.55,vgg19
41,cards\Rorschach_blot_05.jpg,feather_boa,1,8.06,vgg19
42,cards\Rorschach_blot_05.jpg,wall_clock,2,7.69,vgg19
43,cards\Rorschach_blot_05.jpg,scorpion,3,4.83,vgg19
44,cards\Rorschach_blot_05.jpg,conch,4,4.55,vgg19
45,cards\Rorschach_blot_05.jpg,sea_cucumber,5,2.76,vgg19
46,cards\Rorschach_blot_05.jpg,American_alligator,6,2.69,vgg19
47,cards\Rorschach_blot_05.jpg,African_crocodile,7,2.35,vgg19
48,cards\Rorschach_blot_05.jpg,bald_eagle,8,2.32,vgg19
49,cards\Rorschach_blot_05.jpg,fly,9,2.27,vgg19
50,cards\Rorschach_blot_06.jpg,space_shuttle,0,29.89,vgg19
51,cards\Rorschach_blot_06.jpg,missile,1,14.38,vgg19
52,cards\Rorschach_blot_06.jpg,airship,2,13.45,vgg19
53,cards\Rorschach_blot_06.jpg,wreck,3,11.94,vgg19
54,cards\Rorschach_blot_06.jpg,wall_clock,4,3.25,vgg19
55,cards\Rorschach_blot_06.jpg,warplane,5,3.2,vgg19
56,cards\Rorschach_blot_06.jpg,projectile,6,2.81,vgg19
57,cards\Rorschach_blot_06.jpg,chime,7,2.73,vgg19
58,cards\Rorschach_blot_06.jpg,fountain,8,1.68,vgg19
59,cards\Rorschach_blot_06.jpg,hook,9,1.03,vgg19
60,cards\Rorschach_blot_07.jpg,missile,0,17.66,vgg19
61,cards\Rorschach_blot_07.jpg,space_shuttle,1,16.93,vgg19
62,cards\Rorschach_blot_07.jpg,projectile,2,10.35,vgg19
63,cards\Rorschach_blot_07.jpg,parachute,3,3.3,vgg19
64,cards\Rorschach_blot_07.jpg,hook,4,2.83,vgg19
65,cards\Rorschach_blot_07.jpg,chime,5,2.51,vgg19
66,cards\Rorschach_blot_07.jpg,candle,6,2.22,vgg19
67,cards\Rorschach_blot_07.jpg,pickelhaube,7,2.21,vgg19
68,cards\Rorschach_blot_07.jpg,obelisk,8,1.98,vgg19
69,cards\Rorschach_blot_07.jpg,wall_clock,9,1.58,vgg19
70,cards\Rorschach_blot_08.jpg,poncho,0,21.09,vgg19
71,cards\Rorschach_blot_08.jpg,jigsaw_puzzle,1,15.17,vgg19
72,cards\Rorschach_blot_08.jpg,wool,2,9.15,vgg19
73,cards\Rorschach_blot_08.jpg,handkerchief,3,7.66,vgg19
74,cards\Rorschach_blot_08.jpg,pencil_sharpener,4,5.1,vgg19
75,cards\Rorschach_blot_08.jpg,balloon,5,4.23,vgg19
76,cards\Rorschach_blot_08.jpg,stole,6,3.2,vgg19
77,cards\Rorschach_blot_08.jpg,lampshade,7,1.89,vgg19
78,cards\Rorschach_blot_08.jpg,birdhouse,8,1.83,vgg19
79,cards\Rorschach_blot_08.jpg,parachute,9,1.76,vgg19
80,cards\Rorschach_blot_09.jpg,missile,0,27.12,vgg19
81,cards\Rorschach_blot_09.jpg,conch,1,15.68,vgg19
82,cards\Rorschach_blot_09.jpg,parachute,2,9.47,vgg19
83,cards\Rorschach_blot_09.jpg,pencil_sharpener,3,6.17,vgg19
84,cards\Rorschach_blot_09.jpg,candle,4,5.88,vgg19
85,cards\Rorschach_blot_09.jpg,goldfish,5,3.16,vgg19
86,cards\Rorschach_blot_09.jpg,projectile,6,2.97,vgg19
87,cards\Rorschach_blot_09.jpg,fountain,7,2.93,vgg19
88,cards\Rorschach_blot_09.jpg,space_shuttle,8,2.17,vgg19
89,cards\Rorschach_blot_09.jpg,jigsaw_puzzle,9,1.62,vgg19
90,cards\Rorschach_blot_10.jpg,handkerchief,0,58.07,vgg19
91,cards\Rorschach_blot_10.jpg,shower_curtain,1,4.3,vgg19
92,cards\Rorschach_blot_10.jpg,vase,2,4.07,vgg19
93,cards\Rorschach_blot_10.jpg,candle,3,3.32,vgg19
94,cards\Rorschach_blot_10.jpg,bath_towel,4,1.85,vgg19
95,cards\Rorschach_blot_10.jpg,sarong,5,1.84,vgg19
96,cards\Rorschach_blot_10.jpg,purse,6,1.71,vgg19
97,cards\Rorschach_blot_10.jpg,tray,7,1.67,vgg19
98,cards\Rorschach_blot_10.jpg,stole,8,1.23,vgg19
99,cards\Rorschach_blot_10.jpg,bib,9,1.19,vgg19
0,cards\Rorschach_blot_01.jpg,lampshade,0,33.13,xception
1,cards\Rorschach_blot_01.jpg,breastplate,1,30.74,xception
2,cards\Rorschach_blot_01.jpg,wall_clock,2,10.24,xception
3,cards\Rorschach_blot_01.jpg,shield,3,5.59,xception
4,cards\Rorschach_blot_01.jpg,mask,4,5.26,xception
5,cards\Rorschach_blot_01.jpg,brassiere,5,2.72,xception
6,cards\Rorschach_blot_01.jpg,fire_screen,6,2.21,xception
7,cards\Rorschach_blot_01.jpg,space_shuttle,7,1.73,xception
8,cards\Rorschach_blot_01.jpg,cuirass,8,1.32,xception
9,cards\Rorschach_blot_01.jpg,wardrobe,9,1.06,xception
10,cards\Rorschach_blot_02.jpg,brassiere,0,59.47,xception
11,cards\Rorschach_blot_02.jpg,honeycomb,1,10.13,xception
12,cards\Rorschach_blot_02.jpg,conch,2,5.43,xception
13,cards\Rorschach_blot_02.jpg,hoopskirt,3,5.42,xception
14,cards\Rorschach_blot_02.jpg,hen-of-the-woods,4,2.93,xception
15,cards\Rorschach_blot_02.jpg,space_shuttle,5,2.92,xception
16,cards\Rorschach_blot_02.jpg,volcano,6,1.94,xception
17,cards\Rorschach_blot_02.jpg,vault,7,1.11,xception
18,cards\Rorschach_blot_02.jpg,gyromitra,8,1.04,xception
19,cards\Rorschach_blot_02.jpg,lampshade,9,0.88,xception
20,cards\Rorschach_blot_03.jpg,coffee_mug,0,62.61,xception
21,cards\Rorschach_blot_03.jpg,cup,1,20.61,xception
22,cards\Rorschach_blot_03.jpg,bucket,2,3.35,xception
23,cards\Rorschach_blot_03.jpg,pitcher,3,0.93,xception
24,cards\Rorschach_blot_03.jpg,ashcan,4,0.9,xception
25,cards\Rorschach_blot_03.jpg,teapot,5,0.71,xception
26,cards\Rorschach_blot_03.jpg,book_jacket,6,0.68,xception
27,cards\Rorschach_blot_03.jpg,vase,7,0.57,xception
28,cards\Rorschach_blot_03.jpg,milk_can,8,0.45,xception
29,cards\Rorschach_blot_03.jpg,water_jug,9,0.44,xception
30,cards\Rorschach_blot_04.jpg,volcano,0,59.5,xception
31,cards\Rorschach_blot_04.jpg,scorpion,1,12.74,xception
32,cards\Rorschach_blot_04.jpg,fire_screen,2,8.18,xception
33,cards\Rorschach_blot_04.jpg,isopod,3,2.43,xception
34,cards\Rorschach_blot_04.jpg,king_crab,4,2.05,xception
35,cards\Rorschach_blot_04.jpg,tarantula,5,2.02,xception
36,cards\Rorschach_blot_04.jpg,American_lobster,6,1.28,xception
37,cards\Rorschach_blot_04.jpg,vase,7,1.15,xception
38,cards\Rorschach_blot_04.jpg,cauliflower,8,0.99,xception
39,cards\Rorschach_blot_04.jpg,rhinoceros_beetle,9,0.8,xception
40,cards\Rorschach_blot_05.jpg,ant,0,20.25,xception
41,cards\Rorschach_blot_05.jpg,ground_beetle,1,16.01,xception
42,cards\Rorschach_blot_05.jpg,cockroach,2,14.53,xception
43,cards\Rorschach_blot_05.jpg,isopod,3,12.2,xception
44,cards\Rorschach_blot_05.jpg,long-horned_beetle,4,5.75,xception
45,cards\Rorschach_blot_05.jpg,scorpion,5,5.34,xception
46,cards\Rorschach_blot_05.jpg,cricket,6,3.72,xception
47,cards\Rorschach_blot_05.jpg,honeycomb,7,2.74,xception
48,cards\Rorschach_blot_05.jpg,hen-of-the-woods,8,1.99,xception
49,cards\Rorschach_blot_05.jpg,fire_screen,9,1.97,xception
50,cards\Rorschach_blot_06.jpg,space_shuttle,0,90.28,xception
51,cards\Rorschach_blot_06.jpg,projectile,1,4.8,xception
52,cards\Rorschach_blot_06.jpg,missile,2,2.28,xception
53,cards\Rorschach_blot_06.jpg,assault_rifle,3,1.37,xception
54,cards\Rorschach_blot_06.jpg,long-horned_beetle,4,0.26,xception
55,cards\Rorschach_blot_06.jpg,rifle,5,0.24,xception
56,cards\Rorschach_blot_06.jpg,bulletproof_vest,6,0.05,xception
57,cards\Rorschach_blot_06.jpg,breastplate,7,0.04,xception
58,cards\Rorschach_blot_06.jpg,fire_screen,8,0.04,xception
59,cards\Rorschach_blot_06.jpg,walking_stick,9,0.04,xception
60,cards\Rorschach_blot_07.jpg,parachute,0,25.3,xception
61,cards\Rorschach_blot_07.jpg,space_shuttle,1,19.77,xception
62,cards\Rorschach_blot_07.jpg,volcano,2,8.15,xception
63,cards\Rorschach_blot_07.jpg,balloon,3,5.37,xception
64,cards\Rorschach_blot_07.jpg,altar,4,3.15,xception
65,cards\Rorschach_blot_07.jpg,necklace,5,2.95,xception
66,cards\Rorschach_blot_07.jpg,cauliflower,6,2.42,xception
67,cards\Rorschach_blot_07.jpg,chime,7,2.25,xception
68,cards\Rorschach_blot_07.jpg,hook,8,1.78,xception
69,cards\Rorschach_blot_07.jpg,hair_slide,9,1.54,xception
70,cards\Rorschach_blot_08.jpg,parachute,0,98.27,xception
71,cards\Rorschach_blot_08.jpg,plastic_bag,1,0.65,xception
72,cards\Rorschach_blot_08.jpg,umbrella,2,0.37,xception
73,cards\Rorschach_blot_08.jpg,balloon,3,0.26,xception
74,cards\Rorschach_blot_08.jpg,jellyfish,4,0.06,xception
75,cards\Rorschach_blot_08.jpg,airship,5,0.05,xception
76,cards\Rorschach_blot_08.jpg,torch,6,0.04,xception
77,cards\Rorschach_blot_08.jpg,flagpole,7,0.03,xception
78,cards\Rorschach_blot_08.jpg,handkerchief,8,0.01,xception
79,cards\Rorschach_blot_08.jpg,conch,9,0.01,xception
80,cards\Rorschach_blot_09.jpg,volcano,0,44.77,xception
81,cards\Rorschach_blot_09.jpg,missile,1,28.67,xception
82,cards\Rorschach_blot_09.jpg,parachute,2,19.41,xception
83,cards\Rorschach_blot_09.jpg,projectile,3,2.45,xception
84,cards\Rorschach_blot_09.jpg,fire_screen,4,1.13,xception
85,cards\Rorschach_blot_09.jpg,torch,5,1.01,xception
86,cards\Rorschach_blot_09.jpg,space_shuttle,6,0.56,xception
87,cards\Rorschach_blot_09.jpg,jellyfish,7,0.36,xception
88,cards\Rorschach_blot_09.jpg,tank,8,0.29,xception
89,cards\Rorschach_blot_09.jpg,fireboat,9,0.1,xception
90,cards\Rorschach_blot_10.jpg,tray,0,77.38,xception
91,cards\Rorschach_blot_10.jpg,handkerchief,1,6.07,xception
92,cards\Rorschach_blot_10.jpg,envelope,2,2.9,xception
93,cards\Rorschach_blot_10.jpg,vase,3,2.44,xception
94,cards\Rorschach_blot_10.jpg,paper_towel,4,1.23,xception
95,cards\Rorschach_blot_10.jpg,goldfish,5,1.14,xception
96,cards\Rorschach_blot_10.jpg,jellyfish,6,1.06,xception
97,cards\Rorschach_blot_10.jpg,fire_screen,7,0.62,xception
98,cards\Rorschach_blot_10.jpg,pillow,8,0.58,xception
99,cards\Rorschach_blot_10.jpg,coral_reef,9,0.47,xception
